,Unnamed: 0,Genome,Accession,Source.information,Topology,Taxonomy,Molecule.type,Genome.length,Number.of.proteins,Host,Date.completed,Date.updated,first.acc,n.overlaps,len.overlaps,baltimore.class,family
100,101,Chilli leaf curl Multan alphasatellite,NC_013103,-,circular,"['Viruses', 'Alphasatellitidae', 'Geminialphasatellitinae', 'unclassified Begomovirus-associated alphasatellites']",DNA,1369,1.0,plants,02/25/2009,08/13/2018,NC_013103,0.0,,ss_DNA,Alphasatellitidae
101,102,Chilli leaf curl alphasatellite,NC_039234,-,circular,"['Viruses', 'Alphasatellitidae', 'Geminialphasatellitinae', 'Colecusatellite']",DNA,1391,1.0,plants,08/24/2018,08/24/2018,NC_039234,0.0,,ss_DNA,Alphasatellitidae
102,103,Cleome leaf crumple alphasatellite,NC_014646,-,circular,"['Viruses', 'Alphasatellitidae', 'Geminialphasatellitinae', 'Clecrusatellite']",DNA,1351,1.0,plants,06/09/2010,08/13/2018,NC_014646,0.0,,ss_DNA,Alphasatellitidae
103,104,Coconut foliar decay alphasatellite,NC_001465,-,circular,"['Viruses', 'Alphasatellitidae']",ss-DNA,1291,6.0,,08/02/1993,08/13/2018,NC_001465,6.0,200.833333333333,ss_DNA,Alphasatellitidae
104,105,Coconut foliar decay alphasatellite 3,"['NC_040696', 'NC_040624']",isolate:CFDA3del-[VU-89],circular,"['Viruses', 'Alphasatellitidae', 'Geminialphasatellitinae', 'unclassified Begomovirus-associated alphasatellites']",ss-DNA,1871,3.0,plants,02/12/2019,02/12/2019,NC_040696,0.0,,ss_DNA,Alphasatellitidae
105,106,Coconut foliar decay alphasatellite 3,"['NC_040696', 'NC_040624']",isolate:CFDA3del-[VU-89],circular,"['Viruses', 'Alphasatellitidae', 'Geminialphasatellitinae', 'unclassified Begomovirus-associated alphasatellites']",ss-DNA,1871,3.0,plants,02/12/2019,02/12/2019,NC_040696,0.0,,ss_DNA,Alphasatellitidae
106,107,Coconut foliar decay alphasatellite 6,NC_040697,isolate:CFDA6-[VU-88],circular,"['Viruses', 'Alphasatellitidae', 'Geminialphasatellitinae', 'unclassified Begomovirus-associated alphasatellites']",ss-DNA,1264,1.0,plants,02/12/2019,02/12/2019,NC_040697,0.0,,ss_DNA,Alphasatellitidae
107,108,Coconut foliar decay alphasatellite 7,NC_040812,isolate:CFDA7-[VU-89],circular,"['Viruses', 'Alphasatellitidae', 'Geminialphasatellitinae', 'unclassified Begomovirus-associated alphasatellites']",ss-DNA,1259,2.0,plants,02/12/2019,02/12/2019,NC_040812,1.0,327.0,ss_DNA,Alphasatellitidae
108,109,Cotton leaf curl Burewala alphasatellite,NC_013803,-,circular,"['Viruses', 'Alphasatellitidae', 'Geminialphasatellitinae', 'unclassified Begomovirus-associated alphasatellites']",DNA,1366,1.0,plants,02/08/2010,08/13/2018,NC_013803,0.0,,ss_DNA,Alphasatellitidae
109,110,Cotton leaf curl Gezira alphasatellite,NC_013593,isolate:BF:Kampala:Okra7,circular,"['Viruses', 'Alphasatellitidae', 'Geminialphasatellitinae', 'Colecusatellite']",DNA,1387,1.0,plants,11/29/2009,08/13/2018,NC_013593,0.0,,ss_DNA,Alphasatellitidae
110,111,Cotton leaf curl Lucknow alphasatellite,NC_015327,isolate:Lucknow,linear,"['Viruses', 'Alphasatellitidae', 'Geminialphasatellitinae', 'Colecusatellite']",DNA,1396,1.0,plants,05/11/2011,08/13/2018,NC_015327,0.0,,ss_DNA,Alphasatellitidae
111,112,Cotton leaf curl Multan alphasatellite,NC_018082,-,circular,"['Viruses', 'Alphasatellitidae', 'Geminialphasatellitinae', 'Colecusatellite']",DNA,1376,1.0,plants,06/21/2012,08/13/2018,NC_018082,0.0,,ss_DNA,Alphasatellitidae
112,113,Croton yellow vein mosaic alphasatellite,NC_013801,-,circular,"['Viruses', 'Alphasatellitidae', 'Geminialphasatellitinae', 'Clecrusatellite']",DNA,1347,1.0,plants,02/08/2010,08/13/2018,NC_013801,0.0,,ss_DNA,Alphasatellitidae
113,114,Cuban alphasatellite 1,NC_021708,isolate:1_1,circular,"['Viruses', 'Alphasatellitidae', 'Geminialphasatellitinae', 'unclassified Begomovirus-associated alphasatellites']",DNA,1292,2.0,plants,07/02/2013,08/13/2018,NC_021708,1.0,504.0,ss_DNA,Alphasatellitidae
114,115,Cucurbit yellow mosaic alphasatellite,NC_029907,isolate:51SA,circular,"['Viruses', 'Alphasatellitidae', 'Geminialphasatellitinae', 'unclassified Begomovirus-associated alphasatellites']",ss-DNA,1335,2.0,plants,04/20/2016,08/13/2018,NC_029907,1.0,420.0,ss_DNA,Alphasatellitidae
115,116,Dragonfly associated alphasatellite,NC_019498,isolate:PR_NZ48_2009,circular,"['Viruses', 'Alphasatellitidae', 'Geminialphasatellitinae']",DNA,1479,1.0,plants,11/21/2012,08/13/2018,NC_019498,0.0,,ss_DNA,Alphasatellitidae
116,117,Euphorbia yellow mosaic virus associated DNA 1,NC_014630,isolate:Brazil:Mato grosso do sul:1:2007,circular,"['Viruses', 'Alphasatellitidae', 'Geminialphasatellitinae', 'Clecrusatellite']",DNA,1331,1.0,plants,06/09/2010,08/13/2018,NC_014630,0.0,,ss_DNA,Alphasatellitidae
117,118,Faba bean necrotic stunt alphasatellite 1,NC_023881,isolate:Peshtatuek_12b,circular,"['Viruses', 'Alphasatellitidae', 'Nanoalphasatellitinae', 'unclassified Babu- and nanovirus-associated alphasatellites']",ss-DNA,1001,1.0,plants,04/03/2014,08/13/2018,NC_023881,0.0,,ss_DNA,Alphasatellitidae
118,119,Faba bean necrotic stunt alphasatellite 2,NC_023880,isolate:Peshtatuek_12b,circular,"['Viruses', 'Alphasatellitidae', 'Nanoalphasatellitinae', 'unclassified Babu- and nanovirus-associated alphasatellites']",ss-DNA,995,1.0,plants,04/03/2014,08/13/2018,NC_023880,0.0,,ss_DNA,Alphasatellitidae
119,120,Faba bean necrotic yellows C1 alphasatellite,NC_024886,isolate:SSV 292-88,linear,"['Viruses', 'Alphasatellitidae', 'Nanoalphasatellitinae', 'unclassified Babu- and nanovirus-associated alphasatellites']",DNA,1002,3.0,plants,01/31/1995,08/13/2018,NC_024886,2.0,213.0,ss_DNA,Alphasatellitidae
120,121,Faba bean necrotic yellows C11 alphasatellite,NC_003558,isolate:EV1-93,circular,"['Viruses', 'Alphasatellitidae', 'Nanoalphasatellitinae', 'unclassified Babu- and nanovirus-associated alphasatellites']",DNA,1004,1.0,plants,09/04/1998,08/13/2018,NC_003558,0.0,,ss_DNA,Alphasatellitidae
121,122,Faba bean necrotic yellows C7 alphasatellite,NC_003565,isolate:Egyptian EV1-93,circular,"['Viruses', 'Alphasatellitidae', 'Nanoalphasatellitinae', 'unclassified Babu- and nanovirus-associated alphasatellites']",DNA,1015,1.0,plants,06/02/1999,08/13/2018,NC_003565,0.0,,ss_DNA,Alphasatellitidae
122,123,Faba bean necrotic yellows C9 alphasatellite,NC_003567,isolate:Egyptian EV1-93,circular,"['Viruses', 'Alphasatellitidae', 'Nanoalphasatellitinae', 'Fabenesatellite']",DNA,1007,1.0,plants,06/02/1999,08/13/2018,NC_003567,0.0,,ss_DNA,Alphasatellitidae
123,124,Gossypium darwinii symptomless alphasatellite,NC_039232,isolate:Dav-alpha-7c,circular,"['Viruses', 'Alphasatellitidae', 'Geminialphasatellitinae', 'Colecusatellite']",DNA,1370,1.0,plants,08/24/2018,08/24/2018,NC_039232,0.0,,ss_DNA,Alphasatellitidae
124,125,Gossypium davidsonii symptomless alphasatellite,NC_013011,isolate:Must-alphaB-1B,circular,"['Viruses', 'Alphasatellitidae', 'Geminialphasatellitinae', 'unclassified Begomovirus-associated alphasatellites']",ss-DNA,1315,1.0,plants,07/27/2009,08/13/2018,NC_013011,0.0,,ss_DNA,Alphasatellitidae
125,126,Gossypium mustelinum symptomless alphasatellite,NC_038954,isolate:Mus-alphaB-2,circular,"['Viruses', 'Alphasatellitidae', 'Geminialphasatellitinae', 'Gosmusatellite']",DNA,1306,1.0,plants,08/24/2018,08/24/2018,NC_038954,0.0,,ss_DNA,Alphasatellitidae
126,127,Guar leaf curl alphasatellite,NC_020502,isolate:Mohali,circular,"['Viruses', 'Alphasatellitidae', 'Geminialphasatellitinae', 'unclassified Begomovirus-associated alphasatellites']",DNA,1364,1.0,plants,03/25/2013,08/13/2018,NC_020502,0.0,,ss_DNA,Alphasatellitidae
127,128,Hibiscus leaf curl alphasatellite,NC_033273,isolate:C22A1,circular,"['Viruses', 'Alphasatellitidae', 'Geminialphasatellitinae', 'unclassified Begomovirus-associated alphasatellites']",DNA,1375,1.0,plants,01/05/2017,08/13/2018,NC_033273,0.0,,ss_DNA,Alphasatellitidae
128,129,Hollyhock yellow vein virus associated symptomless alphasatellite,NC_039084,isolate:[Pakistan:17-5:06] Lahore2,circular,"['Viruses', 'Alphasatellitidae', 'Geminialphasatellitinae', 'unclassified Begomovirus-associated alphasatellites']",DNA,1360,1.0,plants,01/10/2012,08/24/2018,NC_039084,0.0,,ss_DNA,Alphasatellitidae
129,130,Malvastrum yellow mosaic Cameroon alphasatellite,NC_014907,isolate:UMU1D1,circular,"['Viruses', 'Alphasatellitidae', 'Geminialphasatellitinae', 'Colecusatellite']",ss-DNA,1416,1.0,plants,01/10/2011,08/13/2018,NC_014907,0.0,,ss_DNA,Alphasatellitidae
130,131,Malvastrum yellow mosaic alphasatellite,NC_039239,isolate:Hn39,circular,"['Viruses', 'Alphasatellitidae', 'Geminialphasatellitinae', 'Colecusatellite']",DNA,1385,1.0,plants,10/30/2006,08/24/2018,NC_039239,0.0,,ss_DNA,Alphasatellitidae
131,132,Melon chlorotic mosaic alphasatellite,NC_014379,isolate:2009-02-04-06,circular,"['Viruses', 'Alphasatellitidae', 'Geminialphasatellitinae', 'Clecrusatellite']",ss-DNA,1334,2.0,plants,08/10/2010,08/13/2018,NC_014379,1.0,420.0,ss_DNA,Alphasatellitidae
132,133,Mesta yellow vein mosaic alphasatellite,NC_018573,isolate:MeYVMVA[Okra:Ludhiana:2010],circular,"['Viruses', 'Alphasatellitidae', 'Geminialphasatellitinae', 'Gosmusatellite']",DNA,1358,1.0,plants,09/10/2012,08/13/2018,NC_018573,0.0,,ss_DNA,Alphasatellitidae
133,134,Milk vetch dwarf C1 alphasatellite,NC_003638,-,circular,"['Viruses', 'Alphasatellitidae', 'Nanoalphasatellitinae', 'Mivedwarsatellite']",DNA,1007,1.0,plants,10/27/1998,08/13/2018,NC_003638,0.0,,ss_DNA,Alphasatellitidae
134,135,Milk vetch dwarf C10 alphasatellite,NC_003647,-,circular,"['Viruses', 'Alphasatellitidae', 'Nanoalphasatellitinae', 'Milvetsatellite']",DNA,1022,1.0,plants,10/27/1998,08/13/2018,NC_003647,0.0,,ss_DNA,Alphasatellitidae
135,136,Milk vetch dwarf C2 alphasatellite,NC_003639,-,circular,"['Viruses', 'Alphasatellitidae', 'Nanoalphasatellitinae', 'unclassified Babu- and nanovirus-associated alphasatellites']",DNA,1009,1.0,plants,10/27/1998,08/13/2018,NC_003639,0.0,,ss_DNA,Alphasatellitidae
136,137,Milk vetch dwarf C3 alphasatellite,NC_003640,-,circular,"['Viruses', 'Alphasatellitidae', 'Nanoalphasatellitinae', 'Clostunsatellite']",DNA,1000,1.0,plants,10/27/1998,08/13/2018,NC_003640,0.0,,ss_DNA,Alphasatellitidae
137,138,Mimosa yellow leaf curl virus-associated DNA 1,NC_009564,-,circular,"['Viruses', 'Alphasatellitidae', 'Geminialphasatellitinae', 'unclassified Begomovirus-associated alphasatellites']",ss-DNA,1378,1.0,plants,06/14/2007,08/13/2018,NC_009564,0.0,,ss_DNA,Alphasatellitidae
138,139,Nanovirus-like particle,"['NC_039079', 'NC_039080', 'NC_039081']",isolate:1,circular,"['Viruses', 'Alphasatellitidae', 'Geminialphasatellitinae', 'unclassified Begomovirus-associated alphasatellites']",DNA,4122,3.0,plants,06/14/1999,08/24/2018,NC_039079,0.0,,ss_DNA,Alphasatellitidae
139,140,Nanovirus-like particle,"['NC_039079', 'NC_039080', 'NC_039081']",isolate:1,circular,"['Viruses', 'Alphasatellitidae', 'Geminialphasatellitinae', 'unclassified Begomovirus-associated alphasatellites']",DNA,4122,3.0,plants,06/14/1999,08/24/2018,NC_039079,0.0,,ss_DNA,Alphasatellitidae
140,141,Nanovirus-like particle,"['NC_039079', 'NC_039080', 'NC_039081']",isolate:1,circular,"['Viruses', 'Alphasatellitidae', 'Geminialphasatellitinae', 'unclassified Begomovirus-associated alphasatellites']",DNA,4122,3.0,plants,06/14/1999,08/24/2018,NC_039079,0.0,,ss_DNA,Alphasatellitidae
141,142,Okra enation leaf curl alphasatellite,NC_019944,-,circular,"['Viruses', 'Alphasatellitidae', 'Geminialphasatellitinae', 'Gosmusatellite']",DNA,1350,1.0,plants,12/18/2012,08/13/2018,NC_019944,0.0,,ss_DNA,Alphasatellitidae
142,143,Okra leaf curl alphasatellite,"['NC_005954', 'NC_010620']",-,circular,"['Viruses', 'Alphasatellitidae', 'Geminialphasatellitinae', 'unclassified Begomovirus-associated alphasatellites']",DNA,2765,2.0,plants,06/25/2004,08/13/2018,NC_005954,0.0,,ss_DNA,Alphasatellitidae
143,144,Okra leaf curl alphasatellite,"['NC_005954', 'NC_010620']",-,circular,"['Viruses', 'Alphasatellitidae', 'Geminialphasatellitinae', 'unclassified Begomovirus-associated alphasatellites']",ss-DNA,2765,2.0,plants,06/25/2004,08/13/2018,NC_005954,0.0,,ss_DNA,Alphasatellitidae
144,145,Okra yellow crinkle Cameroon alphasatellite [CM:Lys1sp2:09],NC_014906,isolate:Lys1sp2,linear,"['Viruses', 'Alphasatellitidae', 'Geminialphasatellitinae', 'Gosmusatellite']",ss-DNA,1356,1.0,plants,01/10/2011,08/13/2018,NC_014906,0.0,,ss_DNA,Alphasatellitidae
145,146,Okra yellow crinkle Cameroon alphasatellite [CM:Lys1sp3:09],NC_038900,isolate:Lys1sp3,linear,"['Viruses', 'Alphasatellitidae', 'Geminialphasatellitinae', 'Gosmusatellite']",DNA,1356,1.0,plants,01/10/2011,08/24/2018,NC_038900,0.0,,ss_DNA,Alphasatellitidae
146,147,Papaya leaf curl alphasatellite,NC_023292,-,circular,"['Viruses', 'Alphasatellitidae', 'Geminialphasatellitinae', 'unclassified Begomovirus-associated alphasatellites']",DNA,1364,1.0,plants,01/05/2014,08/13/2018,NC_023292,0.0,,ss_DNA,Alphasatellitidae
147,148,Parthenium leaf curl alphasatellite,NC_030226,-,linear,"['Viruses', 'Alphasatellitidae', 'Geminialphasatellitinae', 'unclassified Begomovirus-associated alphasatellites']",DNA,1386,1.0,plants,04/12/2016,08/13/2018,NC_030226,0.0,,ss_DNA,Alphasatellitidae
148,149,Pea necrotic yellow dwarf alphasatellite 1,NC_038958,isolate:Gross-Enzersdorf_1,circular,"['Viruses', 'Alphasatellitidae', 'Nanoalphasatellitinae', 'Mivedwarsatellite']",ss-DNA,1021,1.0,,08/24/2018,08/24/2018,NC_038958,0.0,,ss_DNA,Alphasatellitidae
149,150,Pea necrotic yellow dwarf alphasatellite 3,NC_038959,isolate:Gross-Enzersdorf_1,circular,"['Viruses', 'Alphasatellitidae', 'Nanoalphasatellitinae', 'unclassified Babu- and nanovirus-associated alphasatellites']",ss-DNA,1000,1.0,,08/24/2018,08/24/2018,NC_038959,0.0,,ss_DNA,Alphasatellitidae
150,151,Pedilanthus leaf curl alphasatellite,NC_033335,-,circular,"['Viruses', 'Alphasatellitidae', 'Geminialphasatellitinae', 'Colecusatellite']",DNA,1311,1.0,plants,01/18/2017,08/13/2018,NC_033335,0.0,,ss_DNA,Alphasatellitidae
151,152,Sida leaf curl alphasatellite,NC_039240,isolate:[Pakistan:17-5:06] Lahore4,circular,"['Viruses', 'Alphasatellitidae', 'Geminialphasatellitinae', 'Colecusatellite']",DNA,1384,1.0,plants,01/10/2012,08/24/2018,NC_039240,0.0,,ss_DNA,Alphasatellitidae
152,153,Sida yellow vein China alphasatellite,NC_023484,-,circular,"['Viruses', 'Alphasatellitidae', 'Geminialphasatellitinae', 'unclassified Begomovirus-associated alphasatellites']",ss-DNA,1359,1.0,plants,02/21/2014,08/13/2018,NC_023484,0.0,,ss_DNA,Alphasatellitidae
153,154,Sida yellow vein Vietnam alphasatellite,NC_009563,-,circular,"['Viruses', 'Alphasatellitidae', 'Geminialphasatellitinae', 'Colecusatellite']",DNA,1372,1.0,plants,06/14/2007,08/13/2018,NC_009563,0.0,,ss_DNA,Alphasatellitidae
154,155,Sida yellow vein alphasatellite,NC_024372,isolate:India:Okra:Hsp:2013,circular,"['Viruses', 'Alphasatellitidae', 'Geminialphasatellitinae', 'unclassified Begomovirus-associated alphasatellites']",ss-DNA,1374,1.0,plants,06/23/2014,08/13/2018,NC_024372,0.0,,ss_DNA,Alphasatellitidae
155,156,Sida yellow vein mosaic alphasatellite,NC_028115,isolate:WOK75,circular,"['Viruses', 'Alphasatellitidae', 'Geminialphasatellitinae', 'unclassified Begomovirus-associated alphasatellites']",DNA,1387,1.0,plants,10/30/2015,08/13/2018,NC_028115,0.0,,ss_DNA,Alphasatellitidae
156,157,Sophora alopecuroides yellow stunt alphasatellite 1a,NC_038997,isolate:Ta1,circular,"['Viruses', 'Alphasatellitidae', 'Nanoalphasatellitinae', 'unclassified Babu- and nanovirus-associated alphasatellites']",ss-DNA,996,1.0,,08/24/2018,08/24/2018,NC_038997,0.0,,ss_DNA,Alphasatellitidae
157,158,Sophora alopecuroides yellow stunt alphasatellite 4,NC_038999,isolate:Ta1,circular,"['Viruses', 'Alphasatellitidae', 'Nanoalphasatellitinae', 'unclassified Babu- and nanovirus-associated alphasatellites']",ss-DNA,1009,1.0,,08/24/2018,08/24/2018,NC_038999,0.0,,ss_DNA,Alphasatellitidae
158,159,Sophora alopecuroides yellow stunt alphasatellite 7a,NC_038998,isolate:Ta1,circular,"['Viruses', 'Alphasatellitidae', 'Nanoalphasatellitinae', 'unclassified Babu- and nanovirus-associated alphasatellites']",ss-DNA,1022,1.0,,08/24/2018,08/24/2018,NC_038998,0.0,,ss_DNA,Alphasatellitidae
159,160,Sophora alopecuroides yellow stunt alphasatellite 8,NC_038996,isolate:Ta1,circular,"['Viruses', 'Alphasatellitidae', 'Nanoalphasatellitinae', 'Clostunsatellite']",ss-DNA,1010,1.0,,08/24/2018,08/24/2018,NC_038996,0.0,,ss_DNA,Alphasatellitidae
160,161,Sophora alopecuroides yellow stunt alphasatellite 9,NC_039000,isolate:Ta1,circular,"['Viruses', 'Alphasatellitidae', 'Nanoalphasatellitinae', 'Clostunsatellite']",ss-DNA,1003,1.0,,08/24/2018,08/24/2018,NC_039000,0.0,,ss_DNA,Alphasatellitidae
161,162,Subterranean clover stunt C2 alphasatellite,NC_003814,-,circular,"['Viruses', 'Alphasatellitidae', 'Nanoalphasatellitinae', 'unclassified Babu- and nanovirus-associated alphasatellites']",DNA,1022,1.0,plants,11/27/1994,08/13/2018,NC_003814,0.0,,ss_DNA,Alphasatellitidae
162,163,Subterranean clover stunt C6 alphasatellite,NC_003818,isolate:F,circular,"['Viruses', 'Alphasatellitidae', 'Nanoalphasatellitinae', 'Clostunsatellite']",DNA,1017,1.0,plants,11/27/1994,08/13/2018,NC_003818,0.0,,ss_DNA,Alphasatellitidae
163,164,Sunflower leaf curl Karnataka alphasatellite,NC_019499,isolate:Karnataka,circular,"['Viruses', 'Alphasatellitidae', 'Geminialphasatellitinae', 'Colecusatellite']",ss-DNA,1350,1.0,plants,11/21/2012,08/13/2018,NC_019499,0.0,,ss_DNA,Alphasatellitidae
164,165,Synedrella leaf curl alphasatellite,NC_025244,isolate:Synd-1,circular,"['Viruses', 'Alphasatellitidae', 'Geminialphasatellitinae', 'Colecusatellite']",DNA,1359,1.0,plants,11/06/2014,08/13/2018,NC_025244,0.0,,ss_DNA,Alphasatellitidae
165,166,Tobacco curly shoot alphasatellite,NC_005057,isolate:Y35,circular,"['Viruses', 'Alphasatellitidae', 'Geminialphasatellitinae', 'Colecusatellite']",ss-DNA,1367,1.0,plants,07/30/2003,08/13/2018,NC_005057,0.0,,ss_DNA,Alphasatellitidae
166,167,Tobacco leaf curl PUSA alphasatellite,NC_014597,-,circular,"['Viruses', 'Alphasatellitidae', 'Geminialphasatellitinae', 'unclassified Begomovirus-associated alphasatellites']",DNA,1379,1.0,plants,10/15/2010,08/13/2018,NC_014597,0.0,,ss_DNA,Alphasatellitidae
167,168,Tomato leaf curl Cameroon alphasatellite,NC_014747,isolate:SatA8,circular,"['Viruses', 'Alphasatellitidae', 'Geminialphasatellitinae', 'Colecusatellite']",DNA,1392,1.0,plants,12/01/2010,08/14/2018,NC_014747,0.0,,ss_DNA,Alphasatellitidae
168,169,Tomato leaf curl Cameroon alphasatellite [CM:OMHD3:Ok:09],NC_038902,isolate:OMHD3,circular,"['Viruses', 'Alphasatellitidae', 'Geminialphasatellitinae', 'Colecusatellite']",DNA,1398,1.0,plants,01/10/2011,08/24/2018,NC_038902,0.0,,ss_DNA,Alphasatellitidae
169,170,Tomato leaf curl Cameroon alphasatellite [CM:TOS2D1:To:09],NC_038903,isolate:TOS2D1,circular,"['Viruses', 'Alphasatellitidae', 'Geminialphasatellitinae', 'Colecusatellite']",DNA,1401,1.0,plants,01/10/2011,08/24/2018,NC_038903,0.0,,ss_DNA,Alphasatellitidae
170,171,Tomato leaf curl Pakistan alphasatellite,NC_012789,-,circular,"['Viruses', 'Alphasatellitidae', 'Geminialphasatellitinae', 'unclassified Begomovirus-associated alphasatellites']",DNA,1384,1.0,plants,05/31/2009,08/13/2018,NC_012789,0.0,,ss_DNA,Alphasatellitidae
171,172,Tomato leaf curl alphasatellite,NC_033274,isolate:SA150,circular,"['Viruses', 'Alphasatellitidae', 'Geminialphasatellitinae', 'unclassified Begomovirus-associated alphasatellites']",DNA,1369,1.0,plants,01/05/2017,08/13/2018,NC_033274,0.0,,ss_DNA,Alphasatellitidae
172,173,Tomato yellow leaf curl China alphasatellite,NC_043449,-,circular,"['Viruses', 'Alphasatellitidae', 'Geminialphasatellitinae', 'Colecusatellite']",DNA,1369,1.0,plants,01/07/2010,06/28/2019,NC_043449,0.0,,ss_DNA,Alphasatellitidae
173,174,Tomato yellow leaf curl Yunnan alphasatellite,NC_039229,isolate:YN4368-69,circular,"['Viruses', 'Alphasatellitidae', 'Geminialphasatellitinae', 'Colecusatellite']",DNA,1354,1.0,plants,08/24/2018,08/24/2018,NC_039229,0.0,,ss_DNA,Alphasatellitidae
174,175,Tomato yellow spot alphasatellite,NC_038993,isolate:BR:Dou1095.1:11,circular,"['Viruses', 'Alphasatellitidae', 'Geminialphasatellitinae', 'Clecrusatellite']",DNA,1367,1.0,plants,08/24/2018,08/24/2018,NC_038993,0.0,,ss_DNA,Alphasatellitidae
175,176,Verbesina encelioides leaf curl alphasatellite,NC_015631,-,circular,"['Viruses', 'Alphasatellitidae', 'Geminialphasatellitinae', 'unclassified Begomovirus-associated alphasatellites']",DNA,1395,,plants,06/13/2011,08/13/2018,NC_015631,,,ss_DNA,Alphasatellitidae
176,177,Vernonia yellow vein Fujian alphasatellite,NC_039233,-,circular,"['Viruses', 'Alphasatellitidae', 'Geminialphasatellitinae', 'Gosmusatellite']",DNA,1361,1.0,plants,08/24/2018,08/24/2018,NC_039233,0.0,,ss_DNA,Alphasatellitidae
177,178,Whitefly associated Guatemala alphasatellite 2,NC_038973,isolate:GtTo2-1,circular,"['Viruses', 'Alphasatellitidae', 'Geminialphasatellitinae', 'Clecrusatellite']",DNA,1370,1.0,plants,08/24/2018,08/24/2018,NC_038973,0.0,,ss_DNA,Alphasatellitidae
178,179,Whitefly associated Guetamala alphasatellite 1,NC_038974,isolate:GtTo2-2,circular,"['Viruses', 'Alphasatellitidae', 'Geminialphasatellitinae']",DNA,1359,1.0,plants,08/24/2018,09/07/2018,NC_038974,0.0,,ss_DNA,Alphasatellitidae
179,180,Whitefly associated Puerto Rico alphasatellite 1,NC_038975,isolate:PR3-6,circular,"['Viruses', 'Alphasatellitidae', 'Geminialphasatellitinae', 'Clecrusatellite']",DNA,1300,1.0,plants,08/24/2018,08/24/2018,NC_038975,0.0,,ss_DNA,Alphasatellitidae
180,181,Acidianus bottle-shaped virus,NC_009452,-,circular,"['Viruses', 'Ampullaviridae', 'Ampullavirus']",DNA,23814,57.0,archaea,05/11/2007,08/13/2018,NC_009452,16.0,130.5,ds_DNA,Ampullaviridae
181,182,Acidianus bottle-shaped virus 2,NC_028938,strain:ABV2,linear,"['Viruses', 'Ampullaviridae', 'Ampullavirus', 'unclassified Ampullavirus']",DNA,22613,54.0,archaea,01/05/2016,08/13/2018,NC_028938,16.0,9.125,ds_DNA,Ampullaviridae
182,183,Acidianus bottle-shaped virus 3,NC_028787,strain:ABV3,linear,"['Viruses', 'Ampullaviridae', 'Ampullavirus', 'unclassified Ampullavirus']",DNA,28489,66.0,archaea,01/05/2016,08/13/2018,NC_028787,17.0,10.9411764705882,ds_DNA,Ampullaviridae
183,184,Ashy storm petrel gyrovirus,NC_040720,isolate:a12a1_528,circular,"['Viruses', 'Anelloviridae', 'Gyrovirus', 'unclassified Gyrovirus']",ss-DNA,2394,4.0,"vertebrates, human",02/12/2019,02/12/2019,NC_040720,2.0,284.5,ss_DNA,Anelloviridae
